split,event_id_cnty,event_date,year,country,notes,clean_notes,note_hash,duplicate_group_id
test,SWE6333,2024-10-26,2024,Sweden,"On 26 October 2024, Fridays For Future activists demonstrated in Lidkoping, Vastra Gotaland, to draw attention to environmental issues and to demand action against climate change.",friday future activist demonstrated lidkoping vastra gotaland draw attention environmental issue demand action climate change,76add3eafa744140b3648bbb778e55f96e166a6c8afaed0cd63f8c8317e23372,note-76add3eafa744140
test,CHE961,2024-10-21,2024,Switzerland,"On 21 October 2024, at the call of USS, several hundred Stahl employees as well as State Councilor and USS President Pierre-Yves Maillard (PS/SP) gathered on Federal Square in Bern (Bern) to protest against downsizing at the Gerlafingen factorry.",call us several hundred stahl employee well state councilor us president pierre yves maillard p sp gathered federal square bern bern protest downsizing gerlafingen factorry,e6717556f6cca3b4d60758cc504b6546a3ef768977d5a616edf329e61f9538aa,note-e6717556f6cca3b4
test,GBR7042,2024-01-03,2024,United Kingdom,"On 3 January 2024, striking NHS junior doctors represented by BMA picketed outside the Broomfield Hospital in Broomfield (England) over a pay dispute and working conditions. The event was part of a national industrial action.",striking nh junior doctor represented bma picketed outside broomfield hospital broomfield england pay dispute working condition event part national industrial action,8c4ffc19f6cdac6ccb38f151ccee0ef242de1eca02c3f8f356f9bc66cd898db5,note-8c4ffc19f6cdac6c
test,GBR7092,2024-01-25,2024,United Kingdom,"On 25 January 2024, XR activists gathered outside Havas Media UK offices in London - Camden (England) over companies partnership with Shell company.",xr activist gathered outside havas medium uk office london camden england company partnership shell company,c3e44aade378eb3390df9333120292e140f40df6477776c2bccca73aa3081148,note-c3e44aade378eb33
test,GBR7274,2024-03-20,2024,United Kingdom,"On 20 March 2024, parents and school support staff of children with special educational needs and disabilities (SEND) represented by GMB held a protest outside the Civic Hall in Leeds (England) to call on authorities to improve their special educational needs and disabilities (SEND) service.",parent school support staff child special educational need disability send represented gmb held protest outside civic hall leeds england call authority improve special educational need disability send service,99eabf45260dba9d8ac549636b9113bf000f2b10ae3c6737a8b272b54ae9533e,note-99eabf45260dba9d
test,GBR7318,2024-04-01,2024,United Kingdom,"On 1 April 2024, republican dissident groups held a march in Derry - Cityside (Northern Ireland) to mark the anniversary of the Easter Rising. The event was organized by the Derry 1916 Commemoration Committee. At the end of the parade, a number of young people with masks covering their faces threw petrol bombs at PSNI cars and journalists. There was no report of injuries.",republican dissident group held march derry cityside northern ireland mark anniversary easter rising event organized derry 1916 commemoration committee end parade number young people mask covering face threw petrol bomb psni car journalist report injury,9943f8e87c4e93db0ccdb14ace5d81282144a079ce0577d1aab2bb8dabb9e163,note-9943f8e87c4e93db
test,GBR7611,2024-07-13,2024,United Kingdom,"On 13 July 2024, thousands of LGBTQ+ community members and their supporters marched through Bristol (England) as part of the city's annual pride event, to celebrate the LGBTQIA+ community and campaign on banning conversion therapy and protecting the community's rights.",thousand lgbtq community member supporter marched bristol england part city annual pride event celebrate lgbtqia community campaign banning conversion therapy protecting community right,645cab5fa88d35aae69403787626bd4bd6a1434c15c6e1ed0dde345343a73550,note-645cab5fa88d35aa
test,AUT2122,2025-05-10,2025,Austria,"On 10 May 2025, in the afternoon, people gathered for a Critical Mass bicycle protest in Klagenfurt (Karnten) demanding a safer and more child-friendly cycling infrastructure.",afternoon people gathered critical mass bicycle protest klagenfurt karnten demanding safer child friendly cycling infrastructure,5d8496c24668f1a416ef911eb9d4b825bc31ec4f2eccf7e6a9522d85e564d83d,note-5d8496c24668f1a4
test,BEL4258,2025-06-14,2025,Belgium,"On 14 June 2025, about 300 to 400 motorcyclists from Norway, Belgium, Germany and Netherlands, including from the Dutch group Free Palestine Bikers, rode from the Atomium in Brussels - Ville de Bruxelles (Brussels) to the Europaesplanade in Brussels - Saint-Gilles (Brussels) as part of the first Brussels Ride for Palestine, to protest against the Israeli attacks on Gaza and the occupation of the West Bank.",300 400 motorcyclist norway belgium germany netherlands including dutch group free palestine bikers rode atomium brussels ville de bruxelles brussels europaesplanade brussels saint gilles brussels part first brussels ride palestine protest israeli attack gaza occupation west bank,884c4ab9fec47db4a97f25819037e7815eb773ec42840330f5a64369578d8010,note-884c4ab9fec47db4
test,BEL4346,2025-07-15,2025,Belgium,"On 15 July 2025, around 100 unionized journalists working at local media organizations gathered outside the office of the French-speaking Media Minister in Brussels - Ville de Bruxelles (Brussels) to protest against a reform proposal that would reduce the number of local media organizations and cut their subsidies. Protesters, who were also joined by the former Media Minister of the Wallonia-Brussels Federation (Ecolo), expressed dissatisfaction with their exclusion from discussions over the reform.",around 100 unionized journalist working local medium organization gathered outside office french speaking medium minister brussels ville de bruxelles brussels protest reform proposal would reduce number local medium organization cut subsidy protester also joined former medium minister wallonia brussels federation ecolo expressed dissatisfaction exclusion discussion reform,7ef99ef0ffc9f6cd79dfeeac577ae4c844bca0a6639a624a45223bd97b08a7f7,note-7ef99ef0ffc9f6cd
test,BEL4878,2025-11-24,2025,Belgium,"On 24 November 2025, protesters went on a strike and picketed at a depot of Brussels Intercommunal Transport Company (Maatschappij voor het Intercommunaal Vervoer te Brussel - MIVB) in Klein-Eiland and in Jacques Brel in Brussels - Anderlecht (Brussels), preventing the working of trams and buses. The events were part of a three-day nationwide strike across the public and private sectors called by ABVV-FGTB, ACV-CSC and ACLVB-CGSLB to protest against the Federal Government's reform plans. Participants feared that the reform plans would lead to staff shortages, increased workloads, and reduced social protection.",protester went strike picketed depot brussels intercommunal transport company maatschappij voor het intercommunaal vervoer te brussel mivb klein eiland jacques brel brussels anderlecht brussels preventing working tram bus event part three day nationwide strike across public private sector called abvv fgtb acv csc aclvb cgslb protest federal government reform plan participant feared reform plan would lead staff shortage increased workload reduced social protection,c90a191d5249f23117f2f86d91d7295d174f9fbead38e3d7886d6d73bb50a9f6,note-c90a191d5249f231
test,BEL4959,2025-12-10,2025,Belgium,"On 10 December 2025, in the afternoon, at the call of unions, around 200 employees of the non-profit sector in the German-speaking Community (DG) gathered in front of the government building on Klotzerbahn and marched to the parliament in Eupen (Wallonie) to protest the lack of implementation of promises to improve wages, increase staff, and decrease workload since March 2023. The four ministers of the German-speaking Community (DG) were given large empty gift boxes as a symbol of the politicians' empty promises to the employees.",afternoon call union around 200 employee non profit sector german speaking community dg gathered front government building klotzerbahn marched parliament eupen wallonie protest lack implementation promise improve wage increase staff decrease workload since march 2023 four minister german speaking community dg given large empty gift box symbol politician empty promise employee,e2e33bb83ac152a0aa08eeab2cf4bb89e00417b937a79f11a616b05134bdd5bc,note-e2e33bb83ac152a0
test,BEL5012,2025-12-22,2025,Belgium,"On 22 December 2025, left-wing political party PVDA members gathered at the hospital in Kortrijk (Vlaanderen) to protest against the government decision to increase the patient's contribution to some medicines, which would lead to an increase in the price of certain medicines up to 300%. Protesters held up signs with 'Arizona [the government] saves money, the patient pays'.",left wing political party pvda member gathered hospital kortrijk vlaanderen protest government decision increase patient contribution medicine would lead increase price certain medicine 300 protester held sign arizona government save money patient pay,03a6fc67ca21fe7ab19dde4e1296a20952cdc8af1503575b2faa9d103e2b0bd1,note-03a6fc67ca21fe7a
test,BIH1488,2025-11-04,2025,Bosnia and Herzegovina,"On 4 November 2025, citizens protested in Tuzla in response to recent news about girls who had become victims of human trafficking within a trafficking ring involving police officers. The protesters condemned the systemic failures in protecting minors and called for justice and accountability from the authorities.",citizen protested tuzla response recent news girl become victim human trafficking within trafficking ring involving police officer protester condemned systemic failure protecting minor called justice accountability authority,03805024e4e93aea7dafd4c9d6399605da371c58c5fb52dcdf496392d55afa44,note-03805024e4e93aea
test,BGR4162,2025-04-02,2025,Bulgaria,"On 2 April 2025, protests against violence against children and paedophilia took place in Plovdiv, provoked by the widespread discontent in the country over what they claim are the increasing cases of child abuse after five men were arrested for sexually exploiting children between the ages of two months and 14 years online.",protest violence child paedophilia took place plovdiv provoked widespread discontent country claim increasing case child abuse five men arrested sexually exploiting child age two month 14 year online,05c8da58bf9025d6bce1519b3c2a3c8bc50075461ec5b7f6cffa8ded4934a353,note-05c8da58bf9025d6
test,BGR4239,2025-04-14,2025,Bulgaria,"On 14 April 2025, protesting doctors from the capital's St. Catherine Hospital in Sofia demanded a 20 percent increase in their salaries after weeks of protest and a lack of response from institutions. They claim that a lack of decent pay is discouraging doctors and the lack of pay for overtime violates basic labor rights.",protesting doctor capital st catherine hospital sofia demanded 20 percent increase salary week protest lack response institution claim lack decent pay discouraging doctor lack pay overtime violates basic labor right,99998cecb1fcc601b5d94907e4008b10c1e3210084a6bfb4bbe2c1f5a0f6c526,note-99998cecb1fcc601
test,BGR4435,2025-06-02,2025,Bulgaria,"On 2 June 2025, young doctors protested in Varna demanding an increase the minimum wage, regulation and control over whether the payment of their wages is respected, as well as a system that takes into account whether the overtime work performed is paid. They also want medical residents to receive at least receive two and a half minimum wages, transparency in the competitions for medical specializations and increased pay for nurses and other healthcare professionals and orderlies.",young doctor protested varna demanding increase minimum wage regulation control whether payment wage respected well system take account whether overtime work performed paid also want medical resident receive least receive two half minimum wage transparency competition medical specialization increased pay nurse healthcare professional orderly,2d23475d668365012c579f306763e8e8432085a14713788520cd0da359e47460,note-2d23475d66836501
test,BGR4744,2025-11-26,2025,Bulgaria,"On 26 November 2025, employees of the Labour Bureau Directorate held a protest in Haskovo to demand fair pay and respect for their work in the state administration. The staff, who said their average salaries lag well behind the average for the region, called for at least a 20 percent increase in their wage bill under the new state budget and for unified pay-setting mechanisms across state structures.",employee labour bureau directorate held protest haskovo demand fair pay respect work state administration staff said average salary lag well behind average region called least 20 percent increase wage bill new state budget unified pay setting mechanism across state structure,63f494ec034ae1c087ab52c16d5c5caefa4c0801cb85d53608e16a230d97f29b,note-63f494ec034ae1c0
test,HRV1262,2025-01-29,2025,Croatia,"On 29 January 2025, residents of Komiza gathered with pickets, declaring their solidarity with students and other protesters in Serbia.",resident komiza gathered picket declaring solidarity student protester serbia,a7a6b1a0af966e1191b17ad703c5ee23e4a9e2cc31feaaae25f1f2acefac36a9,note-a7a6b1a0af966e11
test,CYP2239,2025-05-19,2025,Cyprus,"On 19 May 2025, 100-150 Turkish Cypriots and children of mixed marriages between a Turkish Cypriot and a Turkish parent, marched from the buffer zone to the Nicosia District Office as the 'Association of the Uncredentialled' or 'Association of the Unidentified', demanding they be given citizenship of the Republic of Cyprus and they attempted a mass application. The protesters were holding placards and shouting slogans in Turkish. There was police presence, but there was no need for intervention. Since 2007 the Republic of Cyprus would deny citizenship to the children of mixed marriages, if one of their parents were Turkish nationals who entered and resided in the north after 1974 (the year of the Turkish invasion).",100 150 turkish cypriot child mixed marriage turkish cypriot turkish parent marched buffer zone nicosia district office association uncredentialled association unidentified demanding given citizenship republic cyprus attempted mass application protester holding placard shouting slogan turkish police presence need intervention since 2007 republic cyprus would deny citizenship child mixed marriage one parent turkish national entered resided north 1974 year turkish invasion,af037bedaace1e5d4c991cf6ef7a87cdedaef5dfa4d4450b26115b96c1933c04,note-af037bedaace1e5d
test,CZE1582,2025-09-11,2025,Czech Republic,"On 11 September 2025, several dozen residents of Horni Lapac blocked a local road by slow walking, protesting against intense traffic in the city and demanding an opening of a bypass.",several dozen resident horni lapac blocked local road slow walking protesting intense traffic city demanding opening bypass,842ed246662660a1bc2e93d6fa243b4e649001682e83ab73fde0c727cb32e256,note-842ed246662660a1
test,DNK2867,2025-03-27,2025,Denmark,"On 27 March 2025, five people demonstrated in Christiania, Copenhagen, to oppose the Danish government's proposal to allow permanent US military bases on Danish soil and to express their dissatisfaction with US President Donald Trump's policies.",five people demonstrated christiania copenhagen oppose danish government proposal allow permanent u military base danish soil express dissatisfaction u president donald trump policy,ed9172cf75e6ecb96f2b06312fa4270dda62303bf8db25f24604a3051876e541,note-ed9172cf75e6ecb9
test,FIN1921,2025-12-11,2025,Finland,"On 11 December 2025, Extinction Rebellion activists demonstrated at various locations in Helsinki in connection with the 10th anniversary of the Paris Agreement, criticizing Finland's current climate policies and accusing the government of failing to fulfil its commitments under the agreement.",extinction rebellion activist demonstrated various location helsinki connection 10th anniversary paris agreement criticizing finland current climate policy accusing government failing fulfil commitment agreement,75fb1bf6f4d520a70b2057f2e360c9243b74bd243357a4acc12a98efd64a15dd,note-75fb1bf6f4d520a7
test,FRA37408,2025-01-29,2025,France,"On 29 January 2025, at the call of CGT, striking firefighters gathered for a picket line in Aix-en-Provence (Provence-Alpes-Cote d'Azur) to demand more staff and better working conditions.",call cgt striking firefighter gathered picket line aix en provence provence alpes cote azur demand staff better working condition,01933aec20817e2b429cc714d592dd47c42aa8c0546905b90848b54ca73bcaff,note-01933aec20817e2b
test,FRA37460,2025-01-25,2025,France,"On 25 January 2025, CNRS (National Centre for Scientific Research) researchers gathered in Toulouse (Occitanie) to demonstrate against a proposed 'Key Labs' reform of research funding aimed at concentrating funding on 25% of research units designated as 'Key Labs' for a five-year period, prioritizing those considered to be of 'world-class' standing, which would result in reduced funding for the remaining 75% of laboratories.",cnrs national centre scientific research researcher gathered toulouse occitanie demonstrate proposed key lab reform research funding aimed concentrating funding 25 research unit designated key lab five year period prioritizing considered world class standing would result reduced funding remaining 75 laboratory,c16680feedb7225b225e03d1a299fdcd33bcc93114039a6e0802107b28ec1cb8,note-c16680feedb7225b
test,FRA37477,2025-01-31,2025,France,"On 31 January 2025, more than 50 people gathered in Latronquiere (Occitanie) to protest against the installation of windmills on the Haut-Segala plateau. They complained that the installation was located 1000m from dwellings.",50 people gathered latronquiere occitanie protest installation windmill haut segala plateau complained installation located 1000m dwelling,17b95f35fbf76d2c2f1b30aceee23517f5bb85be2dc609788240ef8545ddf525,note-17b95f35fbf76d2c
test,FRA37516,2025-02-07,2025,France,"On 7 February 2025, striking Lidl workers gathered in Rousset (Provence-Alpes-Cote d'Azur) to demonstrate. The event was part of a national day of strike and demonstration called by CGT, CFDT, FO, CFE-CGC, and CFTC to denounce poor working conditions, low staffing levels, and management's plan to open all stores every Sunday starting from 1 June 2025.",striking lidl worker gathered rousset provence alpes cote azur demonstrate event part national day strike demonstration called cgt cfdt fo cfe cgc cftc denounce poor working condition low staffing level management plan open store every sunday starting 1 june 2025,12b91c016fa6d27fe0eb536659398cbb46d3c9ed9e04f5aef6f1dcd976be2b2c,note-12b91c016fa6d27f
test,FRA37526,2025-02-06,2025,France,"On 6 February 2025, in the morning, at the call of trade unions CGT, CFDT, FO, and SUD, between 300 and 500 people gathered in front of the regional council at Porte d'Aix in Marseille (Provence-Alpes-Cote d'Azur) to protest against a 31% reduction in subsidies allocated to professional integration centers (missions locales). The protesters, including employees of the centers, young people, and former beneficiaries, expressed concern over the negative impact of this funding cut, emphasizing that it would hinder their efforts to support vulnerable young people aged 16 to 25 in overcoming employment and social obstacles.",morning call trade union cgt cfdt fo sud 300 500 people gathered front regional council porte aix marseille provence alpes cote azur protest 31 reduction subsidy allocated professional integration center mission locale protester including employee center young people former beneficiary expressed concern negative impact funding cut emphasizing would hinder effort support vulnerable young people aged 16 25 overcoming employment social obstacle,38e3b4469938792645fa3d944bd0fbf450fff39f5dbc8a87a0d3bd2eb8daab0f,note-38e3b44699387926
test,FRA37590,2025-02-01,2025,France,"On 1 February 2025, around 500 people, including members of unspecified unions, political groups, and student organizations, demonstrated near the Palais des Congres in Montelimar (Auvergne-Rhone-Alpes) to protest a rally held by Jordan Bardella, leader of the far-right Rassemblement National (RN). Protesters condemned the party's far-right ideology, anti-immigration stance, and racism.",around 500 people including member unspecified union political group student organization demonstrated near palais de congres montelimar auvergne rhone alpes protest rally held jordan bardella leader far right rassemblement national rn protester condemned party far right ideology anti immigration stance racism,9d346bc63518156cd2a071e7e67ab8c816ff935fd5fcc4ee20534da9fc028dd5,note-9d346bc63518156c
test,FRA37594,2025-02-01,2025,France,"On 1 February 2025, at the call of UNEF, students gathered in Paris (Ile-de-France) to express solidarity with the students protesting against corruption in Serbia and pay tribute to all the demonstrators killed by Serbian law enforcement.",call unef student gathered paris ile de france express solidarity student protesting corruption serbia pay tribute demonstrator killed serbian law enforcement,c86a040cc3effc04fa248100915129179b9dd1b39cd1f0bf3cdb049f5af802a3,note-c86a040cc3effc04
test,FRA37772,2025-02-19,2025,France,"On 19 February 2025, in the afternoon, several dozen people marched from the train station to the courthouse in Tours (Centre-Val de Loire) to protest against the release from custody of a motorist who ran over and killed a 30-year-old Congolese student on 15 February 2025. They demanded justice for the victim.",afternoon several dozen people marched train station courthouse tour centre val de loire protest release custody motorist ran killed 30 year old congolese student 15 february 2025 demanded justice victim,68eeb566ea60fde08b2bae17c9c6f61f27020f439ebf2b6b1d7e0fab4bc9d86b,note-68eeb566ea60fde0
test,FRA38230,2025-02-22,2025,France,"On 22 February 2025, more than 2,000 people, including farmers and fishers, gathered in Redon (Bretagne) to protest against the use of pesticides and to demand the preservation of water resources.",2 000 people including farmer fisher gathered redon bretagne protest use pesticide demand preservation water resource,f5deb88abe7cb1ccc9bb26f8c7d76222ba46cfb9fb3dd0d11de0770d6bba1026,note-f5deb88abe7cb1cc
test,FRA38242,2025-03-04,2025,France,"On 4 March 2025, in the afternoon, about 30 members of the Concerted Action Territory (Territoire d'Action Concertee - TAC) association, alongside the mayor of Clohars-Carnoet (political affiliation not specified), gathered outside the Festival Hall in Clohars-Carnoet (Bretagne) to protest against the Milin Polan wind farm project, led by the company Quenea, due to concerns over lack of public consultation, environmental impact, and potential nuisances for local residents.",afternoon 30 member concerted action territory territoire action concertee tac association alongside mayor clohars carnoet political affiliation specified gathered outside festival hall clohars carnoet bretagne protest milin polan wind farm project led company quenea due concern lack public consultation environmental impact potential nuisance local resident,68b8d3ed5f3fafa488d565c06c59588a13c7c601729315933958913fa4597134,note-68b8d3ed5f3fafa4
test,FRA38806,2025-03-26,2025,France,"On 26 March 2025, in the morning, at the call of parents' groups and local elected officials, around 40 people, including parents of pupils and municipal representatives, blocked access to the school in Saint-Genard (Nouvelle-Aquitaine) to protest the planned closure of the site's only class at the start of the 2025 school year.",morning call parent group local elected official around 40 people including parent pupil municipal representative blocked access school saint genard nouvelle aquitaine protest planned closure site class start 2025 school year,3224f56a301685d18165bdf6da2cc33a7b47c9efe02c5aec8e04174ada63bbed,note-3224f56a301685d1
test,FRA38980,2025-04-01,2025,France,"On 1 April 2025, at the call of FO, around 20 striking social workers from the Hamelines social and medical center gathered in Bagnols-sur-Ceze (Occitanie) to protest against what they perceived as toxic management.",call fo around 20 striking social worker hamelines social medical center gathered bagnols sur ceze occitanie protest perceived toxic management,3536b65f36279870d1bbe17b780ea1ab382aa119ba8c9121b4fa9343de18e07d,note-3536b65f36279870
test,FRA39173,2025-04-10,2025,France,"On 10 April 2025, at the call of CGT Spectacle and the National Union of Plastic Artists (Syndicat National des Artistes Plasticiens - SNAP), around 50 artists and workers from the cultural sector gathered outside the Grand Theatre in Bordeaux (Nouvelle-Aquitaine) to protest against state-imposed budget cuts for the cultural sector.",call cgt spectacle national union plastic artist syndicat national de artiste plasticiens snap around 50 artist worker cultural sector gathered outside grand theatre bordeaux nouvelle aquitaine protest state imposed budget cut cultural sector,cf7016aa30f3ca65d7c880a001a21480e4c478566d6ce506b17f6f6d81764baf,note-cf7016aa30f3ca65
test,FRA39340,2025-04-21,2025,France,"On 21 April 2025, at the call of local union delegates, around 20 striking health workers gathered outside the hospital in Bordeaux (Nouvelle-Aquitaine) to demand the payment of a bonus linked to external laboratory activities. Protesters denounced what they described as mismanagement by the hospital leadership, warning that delays in biological analyses were affecting patient discharge times.",call local union delegate around 20 striking health worker gathered outside hospital bordeaux nouvelle aquitaine demand payment bonus linked external laboratory activity protester denounced described mismanagement hospital leadership warning delay biological analysis affecting patient discharge time,6ef857504c5ba95d854d16aecf0634ab3a8aad3ef7aa36cfbd7961e77d02fb73,note-6ef857504c5ba95d
test,FRA39748,2025-05-15,2025,France,"On 15 May 2025, at 7:30 pm, at the call of the Brest branch of the Collective for a Just and Lasting Peace in the Middle East (Collectif brestois pour une paix juste et durable au Proche-Orient), between 90 and 150 people gathered in Brest (Bretagne) to call for peace in Gaza and express support for the Palestinian people. Protesters held portraits of 20 Palestinian victims. The event was part of a national initiative organized and called by the White Coats for Gaza collective (Blouses Blanches pour Gaza).",7 30 pm call brest branch collective lasting peace middle east collectif brestois pour une paix juste et durable au proche orient 90 150 people gathered brest bretagne call peace gaza express support palestinian people protester held portrait 20 palestinian victim event part national initiative organized called white coat gaza collective blouse blanches pour gaza,c8277145ce3c15ac16feef27bd3e5dae8c23af7e4a188bba5f62be56f8b425f2,note-c8277145ce3c15ac
test,FRA40140,2025-05-27,2025,France,"On 27 May 2025, around 40 people, including local business owners, gathered in Grenoble (Auvergne-Rhone-Alpes) to protest against the removal of parking spots on Joan of Arc Boulevard, citing fears of a decrease in customers.",around 40 people including local business owner gathered grenoble auvergne rhone alpes protest removal parking spot joan arc boulevard citing fear decrease customer,e8803b99d29a8fe803bfee14ac7c2429911acc525aff58c5dce446b1e30c3f36,note-e8803b99d29a8fe8
test,FRA40326,2025-06-05,2025,France,"On 5 June 2025, around 40 people gathered in Gentioux-Pigerolles (Nouvelle-Aquitaine) to protest against recurring police presence in the area, considering it excessive and unjustified. The protesters considered the frequent police checks politically motivated as they came after National Deputy Bartholome Lenoir claimed that too many far-left affiliates were present in the area.",around 40 people gathered gentioux pigerolles nouvelle aquitaine protest recurring police presence area considering excessive unjustified protester considered frequent police check politically motivated came national deputy bartholome lenoir claimed many far left affiliate present area,f64a67d13d2adeabb60c245312dd94cd41db1ed97671394dca0f8fb27fbc41a9,note-f64a67d13d2adeab
test,FRA40708,2025-06-23,2025,France,"On 23 June 2025, around 230 people, including students' parents and around 50 left-wing elected officials, including Departmental Councilor Fatiha Aggoune and Senator Pascal Savoldelli (both PCF), gathered outside the Departmental Council in Creteil (Ile-de-France) to protest against the closure of several child daycare centers in the area.",around 230 people including student parent around 50 left wing elected official including departmental councilor fatiha aggoune senator pascal savoldelli pcf gathered outside departmental council creteil ile de france protest closure several child daycare center area,80e3a2dfcbc363c280c7d1fbad7b95afdaa573186bc473fcb6b52312689d9c80,note-80e3a2dfcbc363c2
test,FRA40745,2025-06-25,2025,France,"On 25 June 2025, around 20 STC members occupied the regional offices of France Travail in Ajaccio (Corse) to protest against recruitment practices they denounced as excluding local Corsican candidates and to denounce the breakdown of social dialogue with management.",around 20 stc member occupied regional office france travail ajaccio corse protest recruitment practice denounced excluding local corsican candidate denounce breakdown social dialogue management,049ff29da9bca3ee550d9b804e5d04888949f117f862e48ebb7e4ec8bb2db53b,note-049ff29da9bca3ee
test,FRA41119,2025-07-27,2025,France,"On 27 July 2025, at the call of the Federation of Moroccans Living Abroad (Federation des Marocains Residents a l'Etranger - FMRE), several dozen members of the Moroccan community, joined by a municipal councilor (PS), gathered in Limoges (Nouvelle-Aquitaine) to condemn Mayor Emile Roger Lombertie's statements after the riots in the Val-d'Aurence neighborhoods, when he claimed that the Muslim culture was responsible for the acts of violence. The protesters deemed the claims racist.",call federation moroccan living abroad federation de marocain resident l etranger fmre several dozen member moroccan community joined municipal councilor p gathered limoges nouvelle aquitaine condemn mayor emile roger lombertie statement riot val aurence neighborhood claimed muslim culture responsible act violence protester deemed claim racist,0fbbcd5027b69a34c929ac73f054d4b7dba823b72d733e6ee288ee873a92f781,note-0fbbcd5027b69a34
test,FRA41527,2025-09-10,2025,France,"On 10 September 2025, around 50 people blocked traffic outside a supermarket in the Les Breguieres neighborhood of Cagnes-sur-Mer (Provence-Alpes-Cote d'Azur) to demonstrate. The event was part of the 'Let's Block Everything' (Bloquons Tout) strike and demonstration movement against the French government's planned fiscal austerity measures, the lack of adequate democratic representation, and inequality.",around 50 people blocked traffic outside supermarket le breguieres neighborhood cagnes sur mer provence alpes cote azur demonstrate event part let block everything bloquons tout strike demonstration movement french government planned fiscal austerity measure lack adequate democratic representation inequality,62022e1326046aba7a445ce3020464c95011b129ed7d8b1b1235a08bdc420495,note-62022e1326046aba
test,FRA42233,2025-09-25,2025,France,"On 25 September 2025, in the evening, at the call of the associative cafe Barricade, around 45 people biked in Bourg-en-Bresse (Auvergne-Rhone-Alpes) to demand climate, social, and fiscal justice. Participants set off from the theater square and rode through the town before gathering at the association's venue, emphasizing the urgency of addressing the climate crisis.",evening call associative cafe barricade around 45 people biked bourg en bresse auvergne rhone alpes demand climate social fiscal justice participant set theater square rode town gathering association venue emphasizing urgency addressing climate crisis,473b169e441c314d5d51cd41e53d3a10ca17aa27fa1747c0b42e45276807f16e,note-473b169e441c314d
test,FRA42469,2025-10-02,2025,France,"On 2 October 2025, in the morning, about 100 people, including SNES-FSU affiliates, gathered in front of the officers of the Movement of French Businesses (Mouvement des entreprises de France - Medef) in La Motte-Servolex (Auvergne-Rhone-Alpes) to denounce the public subsidies granted to large corporations. The event was part of a nationwide strike and demonstration day called by CFDT, CGT, FO, CFE-CGC, CFTC, UNSA, FSU, and SUD to oppose the government's draft 2026 budget, denounce austerity measures, demand the repeal of the pension age increase, push for fairer taxation and conditions on corporate subsidies, and call for stronger public services and investment in a just ecological transition.",morning 100 people including snes fsu affiliate gathered front officer movement french business mouvement de entreprises de france medef la motte servolex auvergne rhone alpes denounce public subsidy granted large corporation event part nationwide strike demonstration day called cfdt cgt fo cfe cgc cftc unsa fsu sud oppose government draft 2026 budget denounce austerity measure demand repeal pension age increase push fairer taxation condition corporate subsidy call stronger public service investment ecological transition,ce464dafe47bfcfc0f679474ed1c291ef54d0a2e845fb9d29cdb0bdcff4a19af,note-ce464dafe47bfcfc
test,FRA42482,2025-10-02,2025,France,"On 2 October 2025, people gathered in Le Cheylard (Auvergne-Rhone-Alpes) to demonstrate. The event was part of a nationwide strike and demonstration day called by CFDT, CGT, FO, CFE-CGC, CFTC, UNSA, FSU, and SUD to oppose the government's draft 2026 budget, denounce austerity measures, demand the repeal of the pension age increase, push for fairer taxation and conditions on corporate subsidies, and call for stronger public services and investment in a just ecological transition.",people gathered le cheylard auvergne rhone alpes demonstrate event part nationwide strike demonstration day called cfdt cgt fo cfe cgc cftc unsa fsu sud oppose government draft 2026 budget denounce austerity measure demand repeal pension age increase push fairer taxation condition corporate subsidy call stronger public service investment ecological transition,80e21cd905ba18f9f4dc075a8f81752d237340f903b59495e47d7a040118d37b,note-80e21cd905ba18f9
test,FRA42615,2025-10-02,2025,France,"On 2 October 2025, at 10:30 am, at the local call of CGT, around 100 people marched through Segre-en-Anjou Bleu (Pays de la Loire) to demonstrate. The event was part of a nationwide strike and demonstration day called by CFDT, CGT, FO, CFE-CGC, CFTC, UNSA, FSU, and SUD to oppose the government's draft 2026 budget, denounce austerity measures, demand the repeal of the pension age increase, push for fairer taxation and conditions on corporate subsidies, and call for stronger public services and investment in a just ecological transition.",10 30 local call cgt around 100 people marched segre en anjou bleu pay de la loire demonstrate event part nationwide strike demonstration day called cfdt cgt fo cfe cgc cftc unsa fsu sud oppose government draft 2026 budget denounce austerity measure demand repeal pension age increase push fairer taxation condition corporate subsidy call stronger public service investment ecological transition,e7cdbe79fc051a0c18dff3128066c1af385ea7401419e0657e3e731585c4ba3b,note-e7cdbe79fc051a0c
test,FRA43059,2025-11-06,2025,France,"On 6 November 2025, at the local call of LSR and the General Federation of Retirees (Federation Generale des Retraites - FGR), 170 retirees gathered in Quimper (Bretagne) to demonstrate. The event was part of a nationwide demonstration movement of retirees called by CGT, CFTC, CFE-CGC, SUD, FSU, UNRPA, and other organizations to denounce the austerity measures announced by the French government, expected to freeze pensions and raise healthcare costs for pensioners. The protesters deemed such a step unfair and expressed fears of rising poverty among elders.",local call lsr general federation retiree federation generale de retraites fgr 170 retiree gathered quimper bretagne demonstrate event part nationwide demonstration movement retiree called cgt cftc cfe cgc sud fsu unrpa organization denounce austerity measure announced french government expected freeze pension raise healthcare cost pensioner protester deemed step unfair expressed fear rising poverty among elder,05285c67651968dd7f2abefa1491076029450ed28cf947a87356b38777d2d831,note-05285c67651968dd
