event_id_cnty,bug_trigger,class,notes
ROU3628,pension,labor rights,"On 12 February 2026, hundreds of miners gathered outside the headquarters of the Oltenia Energy Company in Targu Jiu, Gorj, to oppose the suspension of meal vouchers and demanded the reinstatement of the benefits."
SRB7368,pension,labor rights,"On 11 March 2026, parents, led by the Parents' Council of the Banovic Strahinja elementary school, and citizens held a protest blocking a busy intersection in the Banovo Brdo neighborhood, Belgrade - Cukarica. Participants demanded the dismissal of the acting school director and a transparent selection process for new leadership. Speakers cited systemic mismanagement, the suspension of teachers, and a lack of institutional transparency. Protesters also expressed concern over the potential seizure of school property for private investment projects."
ITA29291,pension,labor rights,"On 26 March 2026, in the early morning, striking AC Boilers workers gathered outside factory gates in Gioia del Colle (Puglia) to protest their current situation of uncertainty pending the end of the redundancy fund period. Demonstrators demanded more funds to bridge the production suspension period and concrete actions to preserve their jobs."
MDA2218,pension,labor rights,"On 8 April 2026, youth members of the National Alternative Movement organized a flash mob in front of the government building in Chisinau - Centru (Centru, Chisinau) against the suspension of the First Home (Prima Casa) state housing program, which stopped accepting new applications on 1 April 2026 after reaching its budget allocation limit, demanding that young people be given access to affordable housing to discourage emigration."
DEU27582,pension,labor rights,"On 9 April 2026, at the call of GEW, supported by the Protestant social welfare organization (Diakonie), around 500 people protested in Hamburg - Hamburg-Mitte (Hamburg) against the suspension of admissions for integration courses by the Federal Office for Migration and Refugees and in support of restoring access to integration courses, following restrictions imposed by the authorities."
FRA45894,pension,labor rights,"On 13 April 2026, at the local call of the Housing National Confederation (Confederation Nationale du Logement - CNL), activists and LFI affiliates gathered outside the Prefecture in Avignon (Provence-Alpes-Cote d'Azur) to denounce the eviction of tenants, which occurred once the suspension of tenant evictions during the winter period ended."
FRA45981,pension,labor rights,"On 22 April 2026, at the call of the Rural employment support committee (Cumitatu di sustegnu per l'impieghu paisanu), 10 to 30 people, including CiF representatives and prison guards, blocked the road leading to the Casabianda prison in Aleria (Corse) to denounce the temporary suspension without pay of a prison guard. Protesters also demanded the departure from Corsica of the detention center's director."
ITA29458,pension,labor rights,"On 23 April 2026, at the call of Lega, residents of Desio and activists demonstrated outside the headquarters of the metropolitan city authority on Vivaio Street in Milano - Municipio 1 (Lombardia) to protest the suspension of the Milan-Seregno metro line and a budget shortfall of EUR 120 million. Protesters also demanded concrete answers and transparency."
FRA46006,pension,labor rights,"On 23 April 2026, at the call of CGT, CFDT, CFTC, FO and the National Nursing Coordination (Coordination Nationale Infirmiere - CNI), health workers working at the University Hospital, picketed outside the hospital in Poitiers (Nouvelle-Aquitaine) to denounce the suspension of financial compensation for hours worked over-time."
FRA45992,pension,labor rights,"On 24 April 2026, at the call of 6 associations of environmental protection and consumer protection, people gathered outside the Microsoft headquarter in Issy-les-Moulineaux (Ile-de-France) to denounce the suspension of update releases for Windows 10, which would render three hundred million computers obsolete by October 2026."
ESP25080,pension,labor rights,"On 27 April 2026, in the afternoon, around 30 people gathered in front of the City Hall in Girona (Cataluna) to protest the evictions from the former Simon factory and Cal Gras farm. The demonstration called for housing alternatives for those affected, and came after the City Council rejected appeals requesting suspension of the evictions."
FRA46072,pension,labor rights,"On 30 April 2026, at the call of National Nursing Coordination (Coordination Nationale Infirmiere - CNI), CGT, CFDT, CFTC and FO, striking employees of Poitiers' hospital gathered in Poitiers (Nouvelle-Aquitaine) to protest against the suspension of overtime pay and salary bonuses for long-time workers."
BGR5109,pension,labor rights,"On 3 May 2026, residents gathered for a peaceful protest in front of bus station in Plovdiv (Plovdiv) against the suspension of the station's operations. Participants demanded a reasonable solution and proposed relocating the station to the Filipovo railway station area to avoid traffic disruption and transport difficulties."
CHE1335,pension,labor rights,"On 7 May 2026, at the call of an inter-union, 2,500 to 3,000 people, union representatives, and civil servants gathered in Geneva (Geneve) to demonstrate against the canton's proposed 2026 budget and associated austerity measures. Demonstrators opposed planned cuts to salary mechanisms, the suspension of indexation, and a hiring freeze that would limit the filling of vacant positions. They argued that these measures would undermine public service capacity and reduce purchasing power."
FRA46473,pension,labor rights,"On 13 May 2026, at the call of CGT, more than 300 people, including local elected officials, staff members and health workers from the pediatric psychiatry center Foundation Vallee gathered in Gentilly (Ile-de-France) to denounce the suspension of four pediatric psychiatry units at Fondation Vallee since February 2026. The suspension followed the publication of a report by the Regional Health Agency (ARS) about the center's practices deemed to be outdated and putting the health of patients at risk, which the center refuted."
HRV1523,pension,labor rights,"On 21 May 2026, about 200 employees of the Croatian National Theatre (HNK), organized by the Croatian Union of Culture Employees, staged a protest in front of the HNK building in Osijek (Osijek-Baranja). Participants, including prominent local actors and ensemble members, demonstrated against a restructuring plan introduced by the theatre management and the city administration that would result in the dismissal of approximately 20 technical support staff, cleaners, and firefighters. Demonstrators demanded the suspension of the layoffs, claiming the outsourcing of these positions to external public companies is unsustainable and lacks financial transparency."
SRB7544,pension,labor rights,"On 21 May 2026, several hundred public transport workers represented by multiple trade unions, supported by civil association members, staged a protest in front of the Secretariat for Public Transport in Belgrade - Palilula (Belgrade). Participants demanded the suspension of a public-private partnership tender, claiming it facilitates a monopoly for a private carrier and threatens the city's trolleybus network. Demonstrators also called for municipal guarantees against the privatization of existing routes and the modernization of the public transit fleet."
SRB7549,pension,labor rights,"On 22 May 2026, parents, supported by graduating seniors, staged a protest in front of the City Hall in Novi Sad (South Backa) over the suspension of six professors from the Jovan Jovanovic Zmaj Gymnasium the previous day. During the demonstration, the Mayor met with the Parents' Council, but the parents received no concrete promises regarding ongoing issues with the school principal. Following the meeting, protesters walked to the Provincial Government building to demand from the Provincial Secretary for Education the removal of the principal from his position."
SRB7553,pension,labor rights,"On 26 May 2026, no more than 6-7 activists from the For Our Quay association staged a protest on the Sava embankment near Galovica in Belgrade - Novi Beograd (Belgrade). Demonstrators blocked machinery at the construction site of a new service road related to the Expo 2027 project, demanding the immediate enforcement of an Administrative Court ruling that had ordered a temporary suspension of the works. Activists emphasized that the ongoing construction runs parallel to the embankment which protects Novi Beograd from the high waters of the Sava, risking critical infrastructure used for servicing local water wells. Police monitored the event and summoned three activists to the police station for questioning following the blockade."
SRB7558,pension,labor rights,"On 27 May 2026, local residents and activists from the For Our Quay association staged a follow-up protest at the construction site of an Expo 2027 service road on the Sava embankment near Galovica in Belgrade - Novi Beograd (Belgrade). Prostesters highlighted that the project violates a strict sanitary protection zone established since 1950 and defies a standing Administrative Court suspension order. Police forces monitored the gathering, conducted identity checks, and intervened by detaining an activist on the scene."
ESP25901,pension,labor rights,"On 30 May 2026, at the call of Greenpeace, around 30 people demonstrated in Sevilla (Andalucia) against the reopening of the mines of Los Frailes (Aznalcollar) and Cobre Las Cruces (La Algaba), arguing it would contaminate the Guadalquivir River and be harmful to the environment. They displayed several banners on the Barqueta bridge demanding the immediate suspension of authorizations and a moratorium on mining exploration in the area. They also called for the establishment of a technical-scientific group of independent experts to assess the impact."
SRB7570,pension,labor rights,"On 1 June 2026, several hundred students, parents, and teachers from the Jovan Jovanovic Zmaj Gymnasium held a protest march in Novi Sad (South Backa) to defend the school and preserve its reputation. The demonstration started at the Mechanical School and concluded with a rally at Freedom Square, where several hundred citizens, including former students, joined the crowd. Bikers and university professors assisted with event security. The protest followed the expiration of a deadline set by parents and teachers for authorities to dismiss the principal, whom participants hold responsible for the school's current state. This includes the recent suspension of six teachers and the forced sick leave of over 30 others. Representatives from the parents' council raised grievances regarding institutional stonewalling and corruption."
IRL11,labour conditions,animal welfare,"On 10 January 2020, members of school staff gathered outside Illostrin National School in Letterkenny, Co. Donegal before marching to the office Education Minister Joe McHugh joining other participants, totalling over 60 people, to demand the improvement of pay and labour conditions for school secretaries. This protest was organised by Forsa. Sitting Senator Padraig Mac Lochlainn belonging to Sinn Fein was present, as was an election candidate representing the Aontu party."
IRL10,labour conditions,animal welfare,"On 10 January 2020, teachers and union representatives staged a protest outside the North Dublin National School Project in Ballymun, Dublin before marching to the Dail regarding school secretaries pay and labour conditions. The protest was organised by Forsa."
IRL52,labour conditions,animal welfare,"On 5 February 2020, thousands of childcare workers gathered at the Dail government buildings in Dublin to protest labour conditions. It was organised by The Early Years Alliance, a campaign supported by SIPTU."
IRL54,labour conditions,animal welfare,"On 5 February 2020, a group of childcare workers gathered in Cork city to protest labour conditions. It was organised by The Early Years Alliance, a campaign supported by SIPTU."
IRL58,labour conditions,animal welfare,"On 8 February 2020, a group of members of the Teachers' Union of Ireland gathered outside of Dundalk Institute of Technology and other locations in Dundalk town to protest pay and labour conditions."
IRL67,labour conditions,animal welfare,"On 21 February 2020, a group of social care and health worker members of Forsa who work for the National Council for the Blind (NCIB) staged a protest in Carlow town, Co. Carlow, about salary and labour conditions."
IRL68,labour conditions,animal welfare,"On 21 February 2020, around 5 social care and health worker members of SIPTU staged a protest in Fermoy, Co. Cork, about salary and labour conditions."
IRL69,labour conditions,animal welfare,"On 21 February 2020, around 30 social care and health worker members of SIPTU employed by Co-Action staged a protest in Bantry, Co. Cork, about salary and labour conditions."
IRL70,labour conditions,animal welfare,"On 21 February 2020, a group of social care and health worker members of SIPTU from the organisation Western Alzheimers staged a protest in Galway about salary and labour conditions."
IRL71,labour conditions,animal welfare,"On 21 February 2020, social care and health worker members of SIPTU from St Joseph's Killorglin nursing home staged a protest in Killorglin, Co. Kerry, about salary and labour conditions."
IRL72,labour conditions,animal welfare,"On 21 February 2020, a group of social care and health worker members of SIPTU from South Doc health service staged a protest in Cork city about salary and labour conditions."
ESP353,labour conditions,animal welfare,"On 8 March 2020, around 150 persons called by the General Confederation of Labour (CGT), marched in Berga (Barcelona) to protest gender violence and inequality on International Women's Day. Protestors also denounced precarious employment and labour conditions of women."
GBR498,labour conditions,animal welfare,"Around 9 March 2020, a picket line of between 15 and 30 people continued outside of Ulster University, Queens University and Open University campuses in Belfast as part of a UK-nationwide strike about pay and labour conditions. It was organized by the UCU and went on until 12 March."
GBR499,labour conditions,animal welfare,"On 9 March 2020, a group of around 30 protesters from the Social Work Action Network (SWAN) held a protest outside of Queens University in Belfast - South alongside the concurrent UCU UK-nationwide strike about academic and non-academic labour conditions."
GBR501,labour conditions,animal welfare,"On 9 March 2020, a picket line of between 15 and 30 academic and non-academic staff continued outside of Ulster University campus in Coleraine as part of a UK-nationwide strike about pay and labour conditions. It was organised by the UCU and went on until 12 March."
GBR502,labour conditions,animal welfare,"On 9 March 2020, a picket line of between 4 and 10 academic and non-academic staff continued outside of Ulster University campus in Jordanstown as part of a UK-nationwide strike about pay and labour conditions. It was organised by the UCU and went on until 12 March."
ESP523,labour conditions,animal welfare,"On 1 May 2020, around 30 workers protested in their vehicles during the COVID-19 confinement measures, in Zaragoza, wearing masks and gloves, to commemorate the International Workers' Day. Protestors marched inside their cars to denounce that many workers are being forced to work in very poor labour conditions during the pandemic. The High Court of Justice of Aragon allowed the demonstration to take place following hygiene and safety conditions and establishing a maximum of 60 people protesting inside their cars."
ESP531,labour conditions,animal welfare,"On 5 May 2020, around 100 health workers of Althaia Hospital gathered in Manresa wearing masks and practicing social distance regulations amidst coronavirus infections to demand better economic and labour conditions."
ESP550,labour conditions,animal welfare,"On 12 May 2020, health workers of Vall d'Hebron gathered in Barcelona - Horta-Guinardo wearing masks and practicing social distance regulations amidst coronavirus infections to demand decent labour conditions and more material and human resources."
ESP557,labour conditions,animal welfare,"On 13 May 2020, 6 members of Committees for the Defence of the Republic (CDR) protested wearing masks and practicing social distance regulations amidst coronavirus, in Granollers (Barcelona) , to demand for a better public health system and an amelioration of labour conditions of health workers."
ESP742,labour conditions,animal welfare,"On 27 May 2020, members of the Galician Inter-Union Confederation (CIG) gathered in Santander to protest against the labour conditions under which the temporary labour force adjustment plans would be prolonged due to the coronavirus economic crisis."
ESP1305,labour conditions,animal welfare,"On 14 July 2020, health workers called by Workers Commissions (CCOO), General Union of Workers (UGT), and Public Official's Independent Trade Union (CSIF) protested in Cadiz against cuts in public health and complained over precarious labour conditions. Trade unions demanded the regional government to compensate health workers for their work during the coronavirus health crisis."
ESP1306,labour conditions,animal welfare,"On 14 July 2020, health workers called by Workers Commissions (CCOO), General Union of Workers (UGT), and Public Official's Independent Trade Union (CSIF) protested in Malaga against cuts in public health and complained over precarious labour conditions. Trade unions demanded the regional government to compensate health workers for their work during the coronavirus health crisis."
ESP1329,labour conditions,animal welfare,"On 16 July 2020, health workers called by Workers Commissions (CCOO), General Union of Workers (UGT), and Public Official's Independent Trade Union (CSIF) protested in Granada against cuts in public health and complained over precarious labour conditions. Trade unions demanded the regional government to compensate health workers for their work during the coronavirus health crisis."
ESP1330,labour conditions,animal welfare,"On 16 July 2020, health workers called by Workers Commissions (CCOO), General Union of Workers (UGT), and Public Official's Independent Trade Union (CSIF) protested in Jerez against cuts in public health and complained over precarious labour conditions. Trade unions demanded the regional government to compensate health workers for their work during the coronavirus health crisis."
ESP1331,labour conditions,animal welfare,"On 16 July 2020, around 100 health workers called by Workers Commissions (CCOO), General Union of Workers (UGT), and Public Official's Independent Trade Union (CSIF) protested in Malaga against cuts in public health and complained over precarious labour conditions. Trade unions demanded the regional government to compensate health workers for their work during the coronavirus health crisis."
ITA3256,labour conditions,animal welfare,"On 10 August 2020, around 40 private health workers gathered outside the Local Health Authority in Taranto to protest against the deterioration of labour conditions."
ESP6215,labour conditions,animal welfare,"On 26 June 2021, around 40 local police officers protested in Badajoz against the salary increase of the Police Chief. They demanded better labour conditions for all the police staff. The UGT, CCOO and USO trade unions were involved in the protest."
ESP6224,labour conditions,animal welfare,"On 5 July 2021, municipal transport company workers (Tussa) protested in Santiago de Compostela (A Coruna), demanding a decent collective labour agreement for all the staff. They complained about different labour conditions and salary levels among workers."
ESP6358,labour conditions,animal welfare,"On 12 July 2021, retirees and pensioners protested in Bilbao against the signed agreement about the pension scheme reform. They demanded a decent and dignified public pension scheme. Protesters blamed the 2012 Labor Market Reform for the high rate of unemployment and the precarious labour conditions for the youth."
ESP6359,labour conditions,animal welfare,"On 12 July 2021, retirees and pensioners protested in Pamplona against the signed agreement about the pension scheme reform. They demanded a decent and dignified public pension scheme. Protesters blamed the 2012 Labor Market Reform for the high rate of unemployment and the precarious labour conditions for the youth."
ESP6966,labour conditions,animal welfare,"On 27 September 2021, citizens protested in Sevilla (Andalucia) about the negative impact of mass tourism on labour conditions and housing. The Collective Assembly against the Touristization of Seville (Cactus) and the Kellys labour group were involved in the protest."
ESP6950,labour conditions,animal welfare,"On 30 September 2021, lifeguards protested in Ibiza (Balearic Islands) against precarious labour conditions."
ESP7073,labour conditions,animal welfare,"On 7 October 2021, Dinahosting company workers protested in Santiago de Compostela (A Coruna) against precarious labour conditions. The CIG trade union was involved in the protest."
ESP7108,labour conditions,animal welfare,"On 13 October 2021, care physicians protested in Malaga (Andalucia) to complain over the worsening of the labour conditions during the coronavirus health crisis. They also demanded a workforce increase."
ESP7731,labour conditions,animal welfare,"On 24 November 2021, medical transport workers, including CGT and USO affiliates, gathered in Valladolid (Castilla y Leon) to protest the poor labour conditions in the area."
ESP8074,labour conditions,animal welfare,"On 14 December 2021, nursing home workers went on strike and staged a protest in Bilbao, demanding better labour conditions. The ELA and LAB trade unions supported the gathering."
ESP8072,labour conditions,animal welfare,"On 15 December 2021, driving school workers protested in Bilbao (Basque Country) over the blockade to establish a new collective labour agreement to improve workers' labour conditions. The ELA trade union supported the gathering."
ESP8079,labour conditions,animal welfare,"On 22 December 2021, 300 home help workers, including CCOO and UGT unions, protested in Ciudad Real (Castilla-La Mancha), claiming a provincial collective agreement regulating their wages and labour conditions."
ESP8892,labour conditions,animal welfare,"On 26 February 2022, hundreds of people, including health workers, protested in San Sebastian against the workforce shortage and demanded dignified labour conditions. They complain about cuts in public health services. The CCOO, UGT, SATSE, ELA and LAB unions participated in the demonstration."
ESP8893,labour conditions,animal welfare,"On 26 February 2022, citizens, including health workers, protested in Bilbao against the workforce shortage and demanded dignified labour conditions. They complain about cuts in public health services. The CCOO, UGT, SATSE, ELA and LAB unions participated in the demonstration."
ESP8894,labour conditions,animal welfare,"On 26 February 2022, citizens, including health workers, protested in Vitoria-Gasteiz against the workforce shortage and demanded dignified labour conditions. They complain about cuts in public health services. The CCOO, UGT, SATSE, ELA and LAB unions participated in the demonstration."
ESP8888,labour conditions,animal welfare,"On 27 February 2022, around 600 home care service workers (1000 according to the organizers) protested in Madrid, demanding dignified labour conditions."
ESP8895,labour conditions,animal welfare,"On 28 February 2022, thousands of citizens, including health workers, staged a strike and protested in Bilbao against the workforce shortage and demanded dignified labour conditions. They complain about cuts in public health services. The CCOO, UGT, SATSE, ELA and LAB unions participated in the demonstration."
ESP8896,labour conditions,animal welfare,"On 28 February 2022, citizens, including health workers, staged a strike and protested in Vitoria-Gasteiz against the workforce shortage and demanded dignified labour conditions. They complain about cuts in public health services. The CCOO, UGT, SATSE, ELA and LAB unions participated in the demonstration."
ESP8897,labour conditions,animal welfare,"On 28 February 2022, citizens, including health workers, staged a strike and protested in San Sebastian against the workforce shortage and demanded dignified labour conditions. They complain about cuts in public health services. The CCOO, UGT, SATSE, ELA and LAB unions participated in the demonstration."
SWE177,environment,environment,"On 26 February 2020, more than 150 people, supported by the Swedish Municipal Workers' Union, the Union for Professionals, Vision and Saco, protested in Horby against cuts to the municipality's operations, arguably leading to a 'poor working environment'."
FRA5668,environment,environment,"On 22 January 2021, striking employees of Orezza, as well as STC delegates, gathered outside their workplace in Rapaggio (Corse) to denounce the difficult working environment within the company due to the lack of dialogue with management and the planned buy-out of their company to save their jobs."
ITA20260,environment,environment,"On 26 May 2023, at the call of CGIL, CISL, and UIL, workers employed in plant engineering and TLC installation sector staged a picket outside the Ministry for Business and Made in Italy in Rome - City Center (Lazio, Roma) to demand a better and safer working environment, wage increases, and the protection of workers' rights."
ITA20165,environment,environment,"On 10 June 2023, at the call of CGIL, UIL, SNALS, and GILDA, teachers, students, and school workers (ATA) went on strike and staged a picket outside the Michelangiolo high school in Florence (Toscana, Firenze) to protest against the school's management and demand a contract update and the implementation of a better working environment."
ITA20359,environment,environment,"On 3 July 2023, prison guards staged a demonstration outside the Calogero di Bona prison in Palermo (Sicilia, Palermo) to protest against the current state of their working environment and demand more people be hired. Representatives of OSAPP, UIL, USPP, CISL, CGIL, and FSA-CNPP were present."
SRB3095,environment,environment,"On 16 May 2024, teachers protested in Zajecar, voicing their concern with the rising violence. The protest was triggered by frequent incidents of physical violence towards teachers, mainly from their students. The teachers urge the state authorities to protect them and provide a safe working environment."
SRB3094,environment,environment,"On 16 May 2024, teachers marched through Belgrade, protesting against violence. The protest was triggered by rising incidents of physical violence towards teachers, mainly from their students. The teachers urge the state authorities to protect them and provide a safe working environment."
ITA23879,environment,environment,"On 18 September 2024, at the call of UIL, people, including workers, protested in Venezia (Veneto) against fatal accidents at work and called for safe working environments. Protesters marched along the canals and sailed 101 coffins into the water to symbolize the 101 people who died at work in the Veneto region in 2023."
ITA23948,environment,environment,"On 20 September 2024, a large group of people, including workers, staged a picket in Monza (Lombardia) against fatal accidents at work. Protesters demanded safe working environments. Representatives of SI COBAS, CUB, USB, MPS CISL, and the self-managed social center FOA Boccaccio partook in the demonstration."
ITA23936,environment,environment,"On 23 September 2024, as part of a national strike, RAI employees staged a picket in front of the headquarters of the state television in Roma - Ponte Mammolo (Lazio) to protest against the management, company policies, political interferences with the service, and the general working environment. Protesters also demanded the renewal and update of national labor contracts for the sector."
ROU3142,environment,environment,"On 3 July 2025, employees of the Water Management Systems (SGA) of Mehedinti, Drobeta-Turnu Severin office (Dolj) peacefully protested the austerity ordinance which may result in budgetary and high risk condition working environment allowance cuts."
ROU3143,environment,environment,"On 3 July 2025, employees of the Water Management Systems (SGA) of Gorj, Targu Jiu office (Gorj) peacefully protested the austerity ordinance which may result in budgetary and high risk condition working environment allowance cuts."
ITA28043,environment,environment,"On 10 October 2025, in the morning, dozens of striking Eco+eco workers staged a picket outside the company's seat in Marghera (Veneto) to protest the excessive accumulation of eco-bales at the working site and the potential risks for the workers' health and lives. Demonstrators also demanded a safe working environment. Representatives of FP CGIL, FIT CISL, and UILTransporti participated in the demonstration."
ITA28137,environment,environment,"On 13 October 2025, more than 70 striking workers and representatives of the CGIL took to the streets of Venezia (Veneto) to demand safe working environments and protest the latest regional safety protocol concerning subcontracting companies managing construction sites, businesses, and public services."
ITA28142,environment,environment,"On 14 October 2025, in the morning, striking Righi Lavorazioni Meccaniche workers staged a picket outside factory gates in San Giorgio di Piano (Emilia-Romagna) to demand a safe working environment and stricter laws concerning deaths at work, and commemorate a 29-year-old worker who died at work in the factory some days prior. Representatives of FIOM CGIL and UILM UIL participated in the demonstration."
ITA28536,environment,environment,"On 5 December 2025, at 11:30 am, at the call of SAP, striking police officers staged a picket outside the police headquarters in Genova (Liguria) to demand a safe working environment for the officers and protest violence against the police."
ITA29400,environment,environment,"On 13 April 2026, at the call of USB, striking workers and residents demonstrated in Palermo (Sicilia) to protest unsafe working environments. The event was held after the death on the job of two construction workers two days prior, as part of a series of announced demonstrations to call for safety on the job. Representatives of Building Fund (Cassa Edile), CGIL, CISL, and UIL participated in the demonstration."
ITA29546,environment,environment,"On 28 April 2026, in the morning, at the call of CGIL under the framework of the World Day for Health and Safety at Work, workers and residents staged a flash mob on the Rialto Bridge in Venezia (Veneto) to protest accidents and deaths at work and demand safe working environments for all."
FRA46115,environment,environment,"On 28 April 2026, at the call of CGT, people gathered in Riom (Auvergne-Rhone-Alpes). This event was part of a national demonstration by employees standing together for the International Work Day for Safety and Health at Work, to denounce work-related accidents and promote a healthy psychosocial working environment."
FRA46162,environment,environment,"On 28 April 2026, at the call of CGT, SUD and UNSA, health and safety inspectors gathered at the Cite Marianne in Lille (Hauts-de-France) to demand greater means and restaffing. This event was part of a national demonstration by employees standing together for the International Work Day for Safety and Health at Work, to denounce work-related accidents and promote a healthy psychosocial working environment."
FRA46226,environment,environment,"On 28 April 2026, at the call of CGT, more than 50 employees working at Chantiers de l'Atlantique gathered outside their workplace in Saint-Nazaire (Pays de la Loire). This event was part of a national demonstration by employees standing together for the International Work Day for Safety and Health at Work, to denounce work-related accidents and promote a healthy psychosocial working environment."
FRA46227,environment,environment,"On 28 April 2026, at the call of CGT, employees working at Societe General gathered outside their workplace in Nantes (Pays de la Loire). This event was part of a national demonstration by employees standing together for the International Work Day for Safety and Health at Work, to denounce work-related accidents and promote a healthy psychosocial working environment."
FRA46231,environment,environment,"On 28 April 2026, at the call of CGT, around 50 people gathered in Avignon (Provence-Alpes-Cote d'Azur). This event was part of a national demonstration by employees standing together for the International Work Day for Safety and Health at Work, to denounce work-related accidents and promote a healthy psychosocial working environment."
FRA46232,environment,environment,"On 28 April 2026, at the call of CGT, employees working at Total gathered outside the gas station in La Mede (Provence-Alpes-Cote d'Azur) to denounce the asbestos and benzene chemicals that they are exposed to at work. This event was part of a national demonstration by employees standing together for the International Work Day for Safety and Health at Work, to denounce work-related accidents and promote a healthy psychosocial working environment."
ITA29505,environment,environment,"On 1 May 2026, workers, residents, and trade unionists demonstrated in Castelluccio Inferiore (Basilicata) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29506,environment,environment,"On 1 May 2026, workers, residents, and trade unionists demonstrated in Gioia Tauro (Calabria) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29510,environment,environment,"On 1 May 2026, workers, residents, and trade unionists demonstrated outside the municipality in Napoli (Campania) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day. The mayor of Napoli (Independent) participated in the demonstration."
ITA29511,environment,environment,"On 1 May 2026, at around 10 am, hundreds of residents, students, workers, and activists marched in the Bagnoli neighborhood in Napoli (Campania) to protest the administration, overbuilding, and the America's Cup event. Demonstrators also demanded safe and dignified working environments and popular housing. The event was held as part of the national demonstrations on International Workers' Day."
ITA29515,environment,environment,"On 1 May 2026, workers, residents, and trade unionists demonstrated in Reggio Emilia (Emilia-Romagna) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29516,environment,environment,"On 1 May 2026, workers, residents, and trade unionists demonstrated in Parma (Emilia-Romagna) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29517,environment,environment,"On 1 May 2026, a large group of workers, residents, the Cardinal spokesperson of the Italian Episcopal Conference (Conferenza Episcopale Italiana - CEI) and the mayor (PD) demonstrated in Bologna (Emilia-Romagna) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29526,environment,environment,"On 1 May 2026, at around 9:30 am, thousands of workers, residents, and trade unionists took to the streets in Varese (Lombardia) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day. The mayor of Varese (PD), the president of the Province (PD), and several councilors elected with the PD participated in the demonstration."
ITA29528,environment,environment,"On 1 May 2026, around 3,000 workers, residents, and trade unionists demonstrated in Bergamo (Lombardia) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day. Councilors elected with the PD participated in the demonstration."
ITA29529,environment,environment,"On 1 May 2026, at 9:30 am, a large group of workers, residents, concilours (PD) and members of ANPI, took to the streets in Milano - Municipio 1 (Lombardia) and gathered in Scala Square to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29536,environment,environment,"On 1 May 2026, at around 9 am, thousands of workers, residents, activists, and trade unionists took to the streets in Torino (Piemonte) to demand safe and dignified working environments, demonstrate against deaths on the job, and call for concrete actions in support of all workers. The event, held under the framework of International Workers' Day, started as a peaceful demonstration. However, a group of rioters and members of the self-managed social center Askatasuna tried to force a police cordon to enter the former seat of the social center, which had been previously evicted. A clash ensued, with rioters hitting the officers' shields with sticks. The police used water cannons and charged the rioters."
ITA29540,environment,environment,"On 1 May 2026, more than 2,500 workers and residents demonstrated in the Portella della Ginestra mountain area in Piana degli Albanesi (Sicilia) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event was held as part of the national demonstrations on International Workers' Day and at the local call of CGIL."
ITA29545,environment,environment,"On 1 May 2026, about 150 residents and workers demonstrated in Perugia (Umbria) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, at the local call of the Politic Laboratory - DARE VdL (Laboratorio politico - Osa VdL), was held as part of the national demonstrations on International Workers' Day."
ITA29549,environment,environment,"On 1 May 2026, thousands of workers, residents, and trade unionists demonstrated in Marghera (Veneto) to demand safe and dignified working environments, protest deaths on the job, and call for concrete actions in support of all workers. The event, called by CGIL, CISL, and UIL, was held as part of the national demonstrations on International Workers' Day."
ITA29556,environment,environment,"On 1 May 2026, at the call of CGIL, CISL, and UIL, hundreds of people, including residents, workers, the mayor of Matelica (Civic List) and several elected politicians, took to the streets in Matelica (Marche) to demand safe and dignified working environments, protest workplace deaths, and call for concrete actions in support of all workers. The event was held as part of the national demonstrations on International Workers' Day."
ITA29558,environment,environment,"On 3 May 2026, at the call of OPI, people, including residents, health workers, a regional councilor (FI) and the mayor (FI), took to the streets in Pescara (Abruzzo) to protest violence against health workers and demand safe working environments and conditions for doctors and nurses."
